average rating,num reviews, title, category
3.6,7,Draftimizer,Sports
3.6,8,Volleyball Stats by Hayava,Sports
3.1,26,Pro Football Radio & Live Scores,Sports
1.0,6,US Open Tennis News and Live Tv,Sports
3.8,8,Draft Oracle,Sports
3.6,7,Draftimizer,Sports
3.6,8,Volleyball Stats by Hayava,Sports
3.2,13,Relaxing Rain HD - Peaceful Rain Views,Themes
0.0,0,BlackBerry HD,Themes
3.2,13,Relaxing Rain HD - Peaceful Rain Views,Themes
0.0,0,BlackBerry HD,Themes
3.2,456,GPS Maps with HD Street View,Travel
3.6,260,Tab for Google Maps & offline map,Travel
1.2,8,Airbnb For Kindle,Travel
3.2,89,Nav for Google Maps,Travel
2.4,31,Skyguide Stars For Kindle,Travel
3.3,22,3D Earth Map for google earth,Travel
3.2,456,GPS Maps with HD Street View,Travel
1.0,3,Kindle Client for Waze-GPSMaps and Social Traffic,Travel
3.6,260,Tab for Google Maps & offline map,Travel
1.2,8,Airbnb For Kindle,Travel
3.2,89,Nav for Google Maps,Travel
2.4,31,Skyguide Stars For Kindle,Travel
3.7,56,US Topo Maps Pro,Travel
2.4,31,Drive for google drive,Utilities
3.3,159,Remote Mouse for Fire TV,Utilities
1.0,7,Skins For Minecraft Pocket Edition,Utilities
2.8,20,Doc for Google Docs,Utilities
2.4,31,Drive for google drive,Utilities
3.3,159,Remote Mouse for Fire TV,Utilities
1.0,7,Skins For Minecraft Pocket Edition,Utilities
3.1,114,NOAA Now,Weather
2.6,36,Forecast Now,Weather
3.7,6,Dark Sky - Hyperlocal Weather Radar and Storm Alerts,Weather
2.6,455,Weather+,Weather
3.1,114,NOAA Now,Weather
2.6,36,Forecast Now,Weather
3.7,6,Dark Sky - Hyperlocal Weather Radar and Storm Alerts,Weather
2.6,455,Weather+,Weather
3.4,5,Falcon Web Browser For Craigslist Classifieds,Web Browsers
2.5,6,Personal Info Search Master,Web Browsers
1.8,63,Free WiFi,Web Browsers
0.0,0,Encrypted browser CryptWeb,Web Browsers
2.5,6,Universal Mobile Web Browser (All In One),Web Browsers
0.0,0,Website Navigator,Web Browsers
2.5,6,Hacker Browser Elite,Web Browsers
3.0,6,Webbrowser Tool,Web Browsers
3.4,5,Falcon Web Browser For Craigslist Classifieds,Web Browsers
2.5,6,Personal Info Search Master,Web Browsers
1.8,63,Free WiFi,Web Browsers
0.0,0,Encrypted browser CryptWeb,Web Browsers
0.0,0,Website Navigator,Web Browsers
2.5,6,Hacker Browser Elite,Web Browsers
3.0,6,Webbrowser Tool,Web Browsers
0.0,0,Humans of New York: Stories,Arts & Photography
0.0,0,Humans of New York: Stories,Arts & Photography
0.0,0,Why Not Me?,Biographies & Memoirs
0.0,0,Why Not Me?,Biographies & Memoirs
3.8,112,We Were There: Revelations from the Dallas Doctors Who Attended to JFK on November 22 1963,Biographies & Memoirs
0.0,0,Diary of a Wimpy Kid: Old School,Children's Books
3.6,497,The Rabbit Who Wants to Fall Asleep: A New Way of Getting Children to Sleep,Children's Books
0.0,0,Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter Book 1),Children's Books
3.3,3,The Keeper (Vega Jane Book 2),Children's Books
0.0,0,Diary of a Wimpy Kid: Old School,Children's Books
3.6,497,The Rabbit Who Wants to Fall Asleep: A New Way of Getting Children to Sleep,Children's Books
0.0,0,Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter Book 1),Children's Books
3.3,3,The Keeper (Vega Jane Book 2),Children's Books
0.0,0,Saga Volume 5 (Saga Tp),Comics & Graphic Novels
0.0,0,The Walking Dead Compendium Volume 3 (Walking Dead Compendium Tp),Comics & Graphic Novels
3.7,6,Injustice: Gods Among Us: Year Four (2015-) #19 (Injustice: Gods Among Us (2013-)),Comics & Graphic Novels
0.0,0,Saga Volume 5 (Saga Tp),Comics & Graphic Novels
0.0,0,The Walking Dead Compendium Volume 3 (Walking Dead Compendium Tp),Comics & Graphic Novels
3.7,6,Injustice: Gods Among Us: Year Four (2015-) #19 (Injustice: Gods Among Us (2013-)),Comics & Graphic Novels
0.0,0,Fallout 4 Vault Dweller's Survival Guide Collector's Edition: Prima Official Game Guide (Prima Official Game Guides),Computers & Technology
0.0,0,Fallout 4 Vault Dweller's Survival Guide Collector's Edition: Prima Official Game Guide (Prima Official Game Guides),Computers & Technology
0.0,0,Trim Healthy Mama Cookbook: Eat Up and Slim Down with More Than 350 Healthy Recipes,Cookbooks, Food & Wine
0.0,0,Trim Healthy Mama Plan: The Easy-Does-It Approach to Vibrant Health and a Slim Waistline,Cookbooks, Food & Wine
0.0,0,Wine Folly: The Essential Guide to Wine,Cookbooks, Food & Wine
0.0,0,The Pioneer Woman Cooks: Dinnertime: Comfort Classics Freezer Food 16-Minute Meals and Other Delicious Ways to Solve Supper!,Cookbooks, Food & Wine
0.0,0,Trim Healthy Mama Cookbook: Eat Up and Slim Down with More Than 350 Healthy Recipes,Cookbooks, Food & Wine
0.0,0,Trim Healthy Mama Plan: The Easy-Does-It Approach to Vibrant Health and a Slim Waistline,Cookbooks, Food & Wine
0.0,0,Wine Folly: The Essential Guide to Wine,Cookbooks, Food & Wine
0.0,0,The Pioneer Woman Cooks: Dinnertime: Comfort Classics Freezer Food 16-Minute Meals and Other Delicious Ways to Solve Supper!,Cookbooks, Food & Wine
2.4,69,Official SAT Study Guide (2016 Edition) (Official Study Guide for the New Sat),Education & Teaching
2.4,69,Official SAT Study Guide (2016 Edition) (Official Study Guide for the New Sat),Education & Teaching
0.0,0,Fit to Be Tied (Marshals Book 2),Gay & Lesbian
0.0,0,Fit to Be Tied (Marshals Book 2),Gay & Lesbian
0.0,0,Humans of New York: Stories,History
3.8,112,We Were There: Revelations from the Dallas Doctors Who Attended to JFK on November 22 1963,History
0.0,0,Humans of New York: Stories,History
3.8,112,We Were There: Revelations from the Dallas Doctors Who Attended to JFK on November 22 1963,History
0.0,0,Why Not Me?,Humor & Entertainment
0.0,0,Why Not Me?,Humor & Entertainment
0.0,0,Written Off: How One Man's Journey Through Poverty Disability and Delinquency is Transforming the Juvenile Justice System,Law
3.8,189,Make Me: A Jack Reacher Novel,Literature & Fiction
3.8,189,Make Me: A Jack Reacher Novel,Literature & Fiction
3.8,189,Make Me: A Jack Reacher Novel,Mystery, Thriller & Suspense
3.8,189,Make Me: Jack Reacher Book 20,Mystery, Thriller & Suspense
3.8,189,Make Me: A Jack Reacher Novel,Mystery, Thriller & Suspense
3.8,189,Make Me: Jack Reacher Book 20,Mystery, Thriller & Suspense
3.6,497,The Rabbit Who Wants to Fall Asleep: A New Way of Getting Children to Sleep,Parenting & Relationships
3.6,497,The Rabbit Who Wants to Fall Asleep: A New Way of Getting Children to Sleep,Parenting & Relationships
3.6,497,The Rabbit Who Wants to Fall Asleep: A New Way of Getting Children to Sleep,Parenting & Relationships
3.6,497,The Rabbit Who Wants to Fall Asleep: A New Way of Getting Children to Sleep,Parenting & Relationships
0.0,0,Humans of New York: Stories,Politics & Social Sciences
0.0,0,Humans of New York: Stories,Politics & Social Sciences
0.0,0,Lost Ocean: An Inky Adventure and Coloring Book,Science & Math
0.0,0,Lost Ocean: An Inky Adventure and Coloring Book,Science & Math
2.3,40,The Capital of Latecomers,Science Fiction & Fantasy
3.7,343,2287 A.D. - After Destruction: A POST-APOCALYPTIC NOVEL (The Chronicles of Ashlyn Parker Book 1),Science Fiction & Fantasy
2.3,40,The Capital of Latecomers,Science Fiction & Fantasy
3.7,343,2287 A.D. - After Destruction: A POST-APOCALYPTIC NOVEL (The Chronicles of Ashlyn Parker Book 1),Science Fiction & Fantasy
3.7,166,Darken the Stars (The Kricket Series Book 3),Teen & Young Adult
0.0,0,Library of Souls: The Third Novel of Miss Peregrine's Peculiar Children,Teen & Young Adult
3.7,166,Darken the Stars (The Kricket Series Book 3),Teen & Young Adult
0.0,0,Library of Souls: The Third Novel of Miss Peregrine's Peculiar Children,Teen & Young Adult
0.0,0,Humans of New York: Stories,Travel
0.0,0,Humans of New York: Stories,Travel
0.0,0,Humans of New York: Stories,Arts & Photography
0.0,0,Humans of New York: Stories,Arts & Photography
0.0,0,How Ideas Spread,Audible Audiobooks
3.8,189,Make Me: Jack Reacher Book 20,Audible Audiobooks
3.8,189,Make Me: Jack Reacher Book 20,Audible Audiobooks
0.0,0,Why Not Me?,Biographies & Memoirs
3.8,112,We Were There: Revelations from the Dallas Doctors Who Attended to JFK on November 22 1963,Biographies & Memoirs
0.0,0,Why Not Me?,Biographies & Memoirs
3.8,112,We Were There: Revelations from the Dallas Doctors Who Attended to JFK on November 22 1963,Biographies & Memoirs
3.8,189,Make Me: A Jack Reacher Novel,Books on CD
3.0,4,Killing Reagan: The Violent Assault that Changed a Presidency,Books on CD
3.8,189,Make Me: A Jack Reacher Novel,Books on CD
3.0,4,Killing Reagan: The Violent Assault that Changed a Presidency,Books on CD
0.0,0,Diary of a Wimpy Kid: Old School,Children's Books
3.6,497,The Rabbit Who Wants to Fall Asleep: A New Way of Getting Children to Sleep,Children's Books
0.0,0,Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter Book 1),Children's Books
3.3,3,The Keeper (Vega Jane Book 2),Children's Books
3.6,497,The Rabbit Who Wants to Fall Asleep: A New Way of Getting Children to Sleep,Children's Books
0.0,0,Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter Book 1),Children's Books
3.3,3,The Keeper (Vega Jane Book 2),Children's Books
0.0,0,Saga Volume 5 (Saga Tp),Comics & Graphic Novels
0.0,0,The Walking Dead Compendium Volume 3 (Walking Dead Compendium Tp),Comics & Graphic Novels
3.7,6,Injustice: Gods Among Us: Year Four (2015-) #19 (Injustice: Gods Among Us (2013-)),Comics & Graphic Novels
0.0,0,Saga Volume 5 (Saga Tp),Comics & Graphic Novels
0.0,0,The Walking Dead Compendium Volume 3 (Walking Dead Compendium Tp),Comics & Graphic Novels
3.7,6,Injustice: Gods Among Us: Year Four (2015-) #19 (Injustice: Gods Among Us (2013-)),Comics & Graphic Novels
0.0,0,Fallout 4 Vault Dweller's Survival Guide Collector's Edition: Prima Official Game Guide (Prima Official Game Guides),Computers & Technology
0.0,0,Fallout 4 Vault Dweller's Survival Guide Collector's Edition: Prima Official Game Guide (Prima Official Game Guides),Computers & Technology
0.0,0,Trim Healthy Mama Cookbook: Eat Up and Slim Down with More Than 350 Healthy Recipes,Cookbooks, Food & Wine
0.0,0,Trim Healthy Mama Plan: The Easy-Does-It Approach to Vibrant Health and a Slim Waistline,Cookbooks, Food & Wine
0.0,0,Wine Folly: The Essential Guide to Wine,Cookbooks, Food & Wine
0.0,0,The Pioneer Woman Cooks: Dinnertime: Comfort Classics Freezer Food 16-Minute Meals and Other Delicious Ways to Solve Supper!,Cookbooks, Food & Wine
0.0,0,Trim Healthy Mama Cookbook: Eat Up and Slim Down with More Than 350 Healthy Recipes,Cookbooks, Food & Wine
0.0,0,Wine Folly: The Essential Guide to Wine,Cookbooks, Food & Wine
0.0,0,The Pioneer Woman Cooks: Dinnertime: Comfort Classics Freezer Food 16-Minute Meals and Other Delicious Ways to Solve Supper!,Cookbooks, Food & Wine
0.0,0,Alphas Unwrapped: 21 New Steamy Paranormal Tales of Shifters Vampires Werewolves Dragons Witches Angels Demons Fey and More,Deals in Books
0.0,0,Alphas Unwrapped: 21 New Steamy Paranormal Tales of Shifters Vampires Werewolves Dragons Witches Angels Demons Fey and More,Deals in Books
2.4,69,Official SAT Study Guide (2016 Edition) (Official Study Guide for the New Sat),Education & Teaching
2.4,69,Official SAT Study Guide (2016 Edition) (Official Study Guide for the New Sat),Education & Teaching
0.0,0,Fit to Be Tied (Marshals Book 2),Gay & Lesbian
0.0,0,Fit to Be Tied (Marshals Book 2),Gay & Lesbian
0.0,0,Humans of New York: Stories,History
3.8,112,We Were There: Revelations from the Dallas Doctors Who Attended to JFK on November 22 1963,History
0.0,0,Humans of New York: Stories,History
3.8,112,We Were There: Revelations from the Dallas Doctors Who Attended to JFK on November 22 1963,History
0.0,0,Why Not Me?,Humor & Entertainment
0.0,0,Why Not Me?,Humor & Entertainment
3.8,189,Make Me: A Jack Reacher Novel,Large Print
3.8,189,Make Me: A Jack Reacher Novel,Large Print
3.7,47,Fundamentals of General Organic and Biological Chemistry (7th Edition),Large Print
0.0,0,Written Off: How One Man's Journey Through Poverty Disability and Delinquency is Transforming the Juvenile Justice System,Law
0.0,0,Written Off: How One Man's Journey Through Poverty Disability and Delinquency is Transforming the Juvenile Justice System,Law
3.8,189,Make Me: A Jack Reacher Novel,Literature & Fiction
3.8,189,Make Me: A Jack Reacher Novel,Literature & Fiction
3.8,189,Make Me: A Jack Reacher Novel,Mystery, Thriller & Suspense
3.8,189,Make Me: Jack Reacher Book 20,Mystery, Thriller & Suspense
3.8,189,Make Me: A Jack Reacher Novel,Mystery, Thriller & Suspense
3.8,189,Make Me: Jack Reacher Book 20,Mystery, Thriller & Suspense
3.6,497,The Rabbit Who Wants to Fall Asleep: A New Way of Getting Children to Sleep,Parenting & Relationships
3.6,497,The Rabbit Who Wants to Fall Asleep: A New Way of Getting Children to Sleep,Parenting & Relationships
3.6,497,The Rabbit Who Wants to Fall Asleep: A New Way of Getting Children to Sleep,Parenting & Relationships
3.6,497,The Rabbit Who Wants to Fall Asleep: A New Way of Getting Children to Sleep,Parenting & Relationships
0.0,0,Humans of New York: Stories,Politics & Social Sciences
0.0,0,Humans of New York: Stories,Politics & Social Sciences
0.0,0,Lost Ocean: An Inky Adventure and Coloring Book,Science & Math
0.0,0,Lost Ocean: An Inky Adventure and Coloring Book,Science & Math
2.3,40,The Capital of Latecomers,Science Fiction & Fantasy
3.7,343,2287 A.D. - After Destruction: A POST-APOCALYPTIC NOVEL (The Chronicles of Ashlyn Parker Book 1),Science Fiction & Fantasy
2.3,40,The Capital of Latecomers,Science Fiction & Fantasy
3.7,343,2287 A.D. - After Destruction: A POST-APOCALYPTIC NOVEL (The Chronicles of Ashlyn Parker Book 1),Science Fiction & Fantasy
3.7,166,Darken the Stars (The Kricket Series Book 3),Teen & Young Adult
0.0,0,Library of Souls: The Third Novel of Miss Peregrine's Peculiar Children,Teen & Young Adult
3.7,166,Darken the Stars (The Kricket Series Book 3),Teen & Young Adult
0.0,0,Library of Souls: The Third Novel of Miss Peregrine's Peculiar Children,Teen & Young Adult
0.0,0,Humans of New York: Stories,Travel
0.0,0,Humans of New York: Stories,Travel
0.0,0,Tide Dash Button - Limited Release,Amazon Devices
0.0,0,Bounty Dash Button - Limited Release,Amazon Devices
0.0,0,Cottonelle Dash Button - Limited Release,Amazon Devices
0.0,0,Tide Dash Button - Limited Release,Amazon Devices
0.0,0,Bounty Dash Button - Limited Release,Amazon Devices
0.0,0,Cottonelle Dash Button - Limited Release,Amazon Devices
3.3,132,The New York Times - Latest News,Kindle Blogs
2.9,42,Huffington Post,Kindle Blogs
3.5,33,Free books for Kindle,Kindle Blogs
3.6,42,Kindle Nation Daily,Kindle Blogs
3.5,13,National Catholic Register: News & Blogs Feed,Kindle Blogs
3.3,132,The New York Times - Latest News,Kindle Blogs
2.7,21,Free books OnKindle -- bestsellers top movers new,Kindle Blogs
2.9,42,Huffington Post,Kindle Blogs
3.5,33,Free books for Kindle,Kindle Blogs
3.6,42,Kindle Nation Daily,Kindle Blogs
3.5,13,National Catholic Register: News & Blogs Feed,Kindle Blogs
3.8,189,Make Me: A Jack Reacher Novel,Kindle eBooks
3.8,189,Make Me: A Jack Reacher Novel,Kindle eBooks
3.6,248,Reader's Digest,Kindle Magazines
3.0,255,The New Yorker,Kindle Magazines
3.4,68,Shape,Kindle Magazines
3.9,126,The Atlantic,Kindle Magazines
3.5,95,OK!,Kindle Magazines
2.4,426,The Economist - US Edition,Kindle Magazines
2.6,182,Time,Kindle Magazines
3.6,248,Reader's Digest,Kindle Magazines
3.0,255,The New Yorker,Kindle Magazines
3.4,68,Shape,Kindle Magazines
3.4,112,Us Weekly,Kindle Magazines
3.9,126,The Atlantic,Kindle Magazines
3.5,95,OK!,Kindle Magazines
2.4,426,The Economist - US Edition,Kindle Magazines
2.6,182,Time,Kindle Magazines
3.7,255,The Washington Post for Kindle (Ad-Free),Kindle Newspapers
3.9,136,Financial Times - US Edition,Kindle Newspapers
3.4,123,San Francisco Chronicle,Kindle Newspapers
3.0,79,The Onion,Kindle Newspapers
3.2,138,Los Angeles Times,Kindle Newspapers
2.9,91,NY DAILY NEWS,Kindle Newspapers
3.7,255,The Washington Post for Kindle (Ad-Free),Kindle Newspapers
3.9,136,Financial Times - US Edition,Kindle Newspapers
3.4,123,San Francisco Chronicle,Kindle Newspapers
3.0,79,The Onion,Kindle Newspapers
3.2,138,Los Angeles Times,Kindle Newspapers
2.9,91,NY DAILY NEWS,Kindle Newspapers
0.0,0,Final Hour (Short Story) (Kindle Single),Kindle Singles
3.6,36,A Killer in the Family (Kindle Single),Kindle Singles
0.0,0,Final Hour (Short Story) (Kindle Single),Kindle Singles
0.0,0,Tide Dash Button - Limited Release,Amazon Devices
0.0,0,Bounty Dash Button - Limited Release,Amazon Devices
0.0,0,Cottonelle Dash Button - Limited Release,Amazon Devices
0.0,0,Tide Dash Button - Limited Release,Amazon Devices
0.0,0,Bounty Dash Button - Limited Release,Amazon Devices
0.0,0,Cottonelle Dash Button - Limited Release,Amazon Devices
3.3,132,The New York Times - Latest News,Kindle Blogs
2.7,21,Free books OnKindle -- bestsellers top movers new,Kindle Blogs
2.9,42,Huffington Post,Kindle Blogs
3.5,33,Free books for Kindle,Kindle Blogs
3.6,42,Kindle Nation Daily,Kindle Blogs
3.5,13,National Catholic Register: News & Blogs Feed,Kindle Blogs
3.3,132,The New York Times - Latest News,Kindle Blogs
2.7,21,Free books OnKindle -- bestsellers top movers new,Kindle Blogs
2.9,42,Huffington Post,Kindle Blogs
3.5,33,Free books for Kindle,Kindle Blogs
3.6,42,Kindle Nation Daily,Kindle Blogs
3.5,13,National Catholic Register: News & Blogs Feed,Kindle Blogs
3.8,189,Make Me: A Jack Reacher Novel,Kindle eBooks
3.8,189,Make Me: A Jack Reacher Novel,Kindle eBooks
3.6,248,Reader's Digest,Kindle Magazines
3.0,255,The New Yorker,Kindle Magazines
3.4,68,Shape,Kindle Magazines
3.9,126,The Atlantic,Kindle Magazines
3.5,95,OK!,Kindle Magazines
2.4,426,The Economist - US Edition,Kindle Magazines
2.6,182,Time,Kindle Magazines
3.6,248,Reader's Digest,Kindle Magazines
3.0,255,The New Yorker,Kindle Magazines
3.4,68,Shape,Kindle Magazines
3.4,112,Us Weekly,Kindle Magazines
3.9,126,The Atlantic,Kindle Magazines
3.5,95,OK!,Kindle Magazines
2.4,426,The Economist - US Edition,Kindle Magazines
2.6,182,Time,Kindle Magazines
3.7,255,The Washington Post for Kindle (Ad-Free),Kindle Newspapers
3.2,205,USA Today Paid No-Ads Daily Edition,Kindle Newspapers
3.9,136,Financial Times - US Edition,Kindle Newspapers
3.4,123,San Francisco Chronicle,Kindle Newspapers
3.0,79,The Onion,Kindle Newspapers
3.2,138,Los Angeles Times,Kindle Newspapers
2.9,91,NY DAILY NEWS,Kindle Newspapers
3.7,255,The Washington Post for Kindle (Ad-Free),Kindle Newspapers
3.2,205,USA Today Paid No-Ads Daily Edition,Kindle Newspapers
3.9,136,Financial Times - US Edition,Kindle Newspapers
3.4,123,San Francisco Chronicle,Kindle Newspapers
3.0,79,The Onion,Kindle Newspapers
3.2,138,Los Angeles Times,Kindle Newspapers
2.9,91,NY DAILY NEWS,Kindle Newspapers
3.6,36,A Killer in the Family (Kindle Single),Nonfiction
3.7,18,Lily Tomlin: The Kindle Singles Interview (Kindle Single),Nonfiction
3.8,21,Crazy Stupid Money (Kindle Single),Nonfiction
3.6,36,A Killer in the Family (Kindle Single),Nonfiction
3.7,18,Lily Tomlin: The Kindle Singles Interview (Kindle Single),Nonfiction
3.8,21,Crazy Stupid Money (Kindle Single),Nonfiction
0.0,0,Final Hour (Short Story) (Kindle Single),Kindle Singles
3.6,36,A Killer in the Family (Kindle Single),Kindle Singles
0.0,0,Final Hour (Short Story) (Kindle Single),Kindle Singles
3.6,36,A Killer in the Family (Kindle Single),Kindle Singles
3.3,132,The New York Times - Latest News,Kindle Blogs
2.9,42,Huffington Post,Kindle Blogs
3.5,33,Free books for Kindle,Kindle Blogs
3.6,42,Kindle Nation Daily,Kindle Blogs
3.3,132,The New York Times - Latest News,Kindle Blogs
2.7,21,Free books OnKindle -- bestsellers top movers new,Kindle Blogs
2.9,42,Huffington Post,Kindle Blogs
3.5,33,Free books for Kindle,Kindle Blogs
3.6,42,Kindle Nation Daily,Kindle Blogs
3.5,13,National Catholic Register: News & Blogs Feed,Kindle Blogs
3.8,189,Make Me: A Jack Reacher Novel,Kindle eBooks
3.8,189,Make Me: A Jack Reacher Novel,Kindle eBooks
3.6,248,Reader's Digest,Kindle Magazines
3.0,255,The New Yorker,Kindle Magazines
3.4,68,Shape,Kindle Magazines
3.4,112,Us Weekly,Kindle Magazines
3.5,95,OK!,Kindle Magazines
2.4,426,The Economist - US Edition,Kindle Magazines
2.6,182,Time,Kindle Magazines
3.6,248,Reader's Digest,Kindle Magazines
3.0,255,The New Yorker,Kindle Magazines
3.4,68,Shape,Kindle Magazines
3.4,112,Us Weekly,Kindle Magazines
3.9,126,The Atlantic,Kindle Magazines
3.5,95,OK!,Kindle Magazines
2.6,182,Time,Kindle Magazines
3.7,255,The Washington Post for Kindle (Ad-Free),Kindle Newspapers
3.2,205,USA Today Paid No-Ads Daily Edition,Kindle Newspapers
3.9,136,Financial Times - US Edition,Kindle Newspapers
3.4,123,San Francisco Chronicle,Kindle Newspapers
3.0,79,The Onion,Kindle Newspapers
3.2,138,Los Angeles Times,Kindle Newspapers
2.9,91,NY DAILY NEWS,Kindle Newspapers
3.7,255,The Washington Post for Kindle (Ad-Free),Kindle Newspapers
3.2,205,USA Today Paid No-Ads Daily Edition,Kindle Newspapers
3.9,136,Financial Times - US Edition,Kindle Newspapers
3.0,79,The Onion,Kindle Newspapers
3.2,138,Los Angeles Times,Kindle Newspapers
2.9,91,NY DAILY NEWS,Kindle Newspapers
0.0,0,Final Hour (Short Story) (Kindle Single),Kindle Singles
3.6,36,A Killer in the Family (Kindle Single),Kindle Singles
0.0,0,Final Hour (Short Story) (Kindle Single),Kindle Singles
3.6,36,A Killer in the Family (Kindle Single),Kindle Singles
3.8,189,Make Me: A Jack Reacher Novel,Kindle eBooks
3.8,189,Make Me: A Jack Reacher Novel,Kindle eBooks
3.3,132,The New York Times - Latest News,Kindle Blogs
2.7,21,Free books OnKindle -- bestsellers top movers new,Kindle Blogs
2.9,42,Huffington Post,Kindle Blogs
3.5,33,Free books for Kindle,Kindle Blogs
3.6,42,Kindle Nation Daily,Kindle Blogs
3.5,13,National Catholic Register: News & Blogs Feed,Kindle Blogs
3.3,132,The New York Times - Latest News,Kindle Blogs
2.7,21,Free books OnKindle -- bestsellers top movers new,Kindle Blogs
2.9,42,Huffington Post,Kindle Blogs
3.5,33,Free books for Kindle,Kindle Blogs
3.6,42,Kindle Nation Daily,Kindle Blogs
3.5,13,National Catholic Register: News & Blogs Feed,Kindle Blogs
3.6,248,Reader's Digest,Kindle Magazines
3.0,255,The New Yorker,Kindle Magazines
3.4,68,Shape,Kindle Magazines
3.4,112,Us Weekly,Kindle Magazines
3.9,126,The Atlantic,Kindle Magazines
3.5,95,OK!,Kindle Magazines
2.6,182,Time,Kindle Magazines
3.0,255,The New Yorker,Kindle Magazines
3.4,68,Shape,Kindle Magazines
3.4,112,Us Weekly,Kindle Magazines
3.5,95,OK!,Kindle Magazines
2.6,182,Time,Kindle Magazines
3.7,255,The Washington Post for Kindle (Ad-Free),Kindle Newspapers
3.2,205,USA Today Paid No-Ads Daily Edition,Kindle Newspapers
3.9,136,Financial Times - US Edition,Kindle Newspapers
3.4,123,San Francisco Chronicle,Kindle Newspapers
3.0,79,The Onion,Kindle Newspapers
3.2,138,Los Angeles Times,Kindle Newspapers
2.9,91,NY DAILY NEWS,Kindle Newspapers
3.7,255,The Washington Post for Kindle (Ad-Free),Kindle Newspapers
3.2,205,USA Today Paid No-Ads Daily Edition,Kindle Newspapers
3.4,123,San Francisco Chronicle,Kindle Newspapers
3.0,79,The Onion,Kindle Newspapers
2.9,91,NY DAILY NEWS,Kindle Newspapers
3.6,36,A Killer in the Family (Kindle Single),Kindle Singles
0.0,0,Final Hour (Short Story) (Kindle Single),Kindle Singles
3.6,36,A Killer in the Family (Kindle Single),Kindle Singles
3.6,497,The Rabbit Who Wants to Fall Asleep: A New Way of Getting Children to Sleep,Audible Audiobooks
3.6,497,The Rabbit Who Wants to Fall Asleep: A New Way of Getting Children to Sleep,Audible Audiobooks
3.8,189,Make Me: A Jack Reacher Novel,Kindle eBooks
3.8,189,Make Me: A Jack Reacher Novel,Kindle eBooks
0.0,0,Final Hour (Short Story) (Kindle Single),Kindle Singles
0.0,0,Final Hour (Short Story) (Kindle Single),Kindle Singles
3.6,36,A Killer in the Family (Kindle Single),Kindle Singles
3.7,255,The Washington Post for Kindle (Ad-Free),Kindle Newspapers
3.2,205,USA Today Paid No-Ads Daily Edition,Kindle Newspapers
3.9,136,Financial Times - US Edition,Kindle Newspapers
3.4,123,San Francisco Chronicle,Kindle Newspapers
3.0,79,The Onion,Kindle Newspapers
3.2,138,Los Angeles Times,Kindle Newspapers
2.9,91,NY DAILY NEWS,Kindle Newspapers
3.7,255,The Washington Post for Kindle (Ad-Free),Kindle Newspapers
3.2,205,USA Today Paid No-Ads Daily Edition,Kindle Newspapers
3.9,136,Financial Times - US Edition,Kindle Newspapers
3.4,123,San Francisco Chronicle,Kindle Newspapers
3.0,79,The Onion,Kindle Newspapers
3.2,138,Los Angeles Times,Kindle Newspapers
2.9,91,NY DAILY NEWS,Kindle Newspapers
3.6,248,Reader's Digest,Kindle Magazines
3.0,255,The New Yorker,Kindle Magazines
3.4,68,Shape,Kindle Magazines
3.4,112,Us Weekly,Kindle Magazines
3.9,126,The Atlantic,Kindle Magazines
3.5,95,OK!,Kindle Magazines
2.4,426,The Economist - US Edition,Kindle Magazines
2.6,182,Time,Kindle Magazines
3.6,248,Reader's Digest,Kindle Magazines
3.0,255,The New Yorker,Kindle Magazines
3.4,68,Shape,Kindle Magazines
3.4,112,Us Weekly,Kindle Magazines
3.9,126,The Atlantic,Kindle Magazines
3.5,95,OK!,Kindle Magazines
2.4,426,The Economist - US Edition,Kindle Magazines
2.6,182,Time,Kindle Magazines
3.3,132,The New York Times - Latest News,Kindle Blogs
2.7,21,Free books OnKindle -- bestsellers top movers new,Kindle Blogs
2.9,42,Huffington Post,Kindle Blogs
3.5,33,Free books for Kindle,Kindle Blogs
3.6,42,Kindle Nation Daily,Kindle Blogs
3.5,13,National Catholic Register: News & Blogs Feed,Kindle Blogs
3.3,132,The New York Times - Latest News,Kindle Blogs
2.7,21,Free books OnKindle -- bestsellers top movers new,Kindle Blogs
2.9,42,Huffington Post,Kindle Blogs
3.5,33,Free books for Kindle,Kindle Blogs
3.6,42,Kindle Nation Daily,Kindle Blogs
3.5,13,National Catholic Register: News & Blogs Feed,Kindle Blogs
3.8,189,Make Me: A Jack Reacher Novel,Kindle eBooks
3.8,189,Make Me: A Jack Reacher Novel,Kindle eBooks
3.6,248,Reader's Digest,Kindle Magazines
3.4,68,Shape,Kindle Magazines
3.4,112,Us Weekly,Kindle Magazines
3.9,126,The Atlantic,Kindle Magazines
3.5,95,OK!,Kindle Magazines
2.4,426,The Economist - US Edition,Kindle Magazines
2.6,182,Time,Kindle Magazines
3.6,248,Reader's Digest,Kindle Magazines
3.0,255,The New Yorker,Kindle Magazines
3.4,68,Shape,Kindle Magazines
3.4,112,Us Weekly,Kindle Magazines
3.5,95,OK!,Kindle Magazines
